"","carat","cut","color","clarity","depth","table","price","x","y","z"
"11487",1.2,"Very Good","J","VS1",59.1,61,5016,6.94,7,4.12
"11488",1.09,"Ideal","F","SI2",61.2,55,5016,6.64,6.67,4.07
"11489",1.02,"Ideal","G","SI1",62.4,55,5016,6.43,6.48,4.03
"11490",1.16,"Premium","I","VS2",62.4,58,5016,6.69,6.65,4.16
"11491",1.13,"Very Good","F","SI1",61.2,59,5017,6.72,6.75,4.12
"11492",1.13,"Very Good","F","SI1",61,58,5017,6.69,6.75,4.1
"11493",1.04,"Premium","G","SI1",60.9,59,5017,6.57,6.53,3.99
"11494",1.08,"Very Good","E","SI2",62.9,59,5018,6.44,6.53,4.08
"11495",1.28,"Good","H","SI2",63.6,56,5018,6.92,6.78,4.37
"11496",1.03,"Ideal","H","SI1",59.8,57,5018,6.64,6.57,3.95
"11497",1,"Good","I","VS1",63.7,56,5018,6.34,6.32,4.03
"11498",1.12,"Ideal","G","SI2",61.5,57,5018,6.74,6.68,4.13
"11499",1.17,"Ideal","H","SI2",62.3,57,5019,6.74,6.78,4.21
"11500",1.02,"Very Good","F","SI1",61.9,58,5019,6.43,6.49,4
"11501",1.05,"Very Good","G","SI1",59.7,58,5019,6.6,6.66,3.96
"11502",0.71,"Ideal","F","VVS1",61,56,5019,5.77,5.8,3.53
"11503",0.71,"Ideal","F","VVS1",61.7,56,5019,5.73,5.77,3.55
"11504",0.71,"Ideal","F","VVS1",61.4,56,5019,5.75,5.78,3.54
"11505",1,"Very Good","I","VS2",61.9,59,5020,6.35,6.38,3.94
"11506",1.06,"Very Good","H","SI1",62.6,58,5020,6.4,6.51,4.04
"11507",1.01,"Ideal","F","SI2",60.4,59,5020,6.48,6.51,3.92
"11508",1.01,"Ideal","I","SI1",62.5,56,5020,6.4,6.36,3.99
"11509",1.01,"Ideal","H","SI1",60.4,58,5020,6.5,6.54,3.94
"11510",1.06,"Ideal","H","SI1",62.1,56,5020,6.51,6.57,4.06
"11511",1.01,"Good","G","SI1",63.7,60,5021,6.28,6.32,4.01
"11512",1.01,"Good","G","SI1",63.2,59,5021,6.32,6.36,4.01
"11513",1.03,"Ideal","D","SI2",62.5,55,5021,6.41,6.48,4.03
"11514",1.27,"Ideal","J","SI2",61.2,56,5021,6.99,6.95,4.27
"11515",1.39,"Ideal","F","SI2",62.2,56,5021,7.2,7.15,4.46
"11516",1.09,"Ideal","G","SI1",62.2,56,5022,6.6,6.55,4.09
"11517",1.01,"Ideal","I","VS1",62.5,59,5022,6.33,6.41,3.98
"11518",0.91,"Ideal","G","VS2",61.4,57,5023,6.23,6.28,3.84
"11519",0.92,"Ideal","E","VS1",62.6,57,5023,6.18,6.13,3.85
"11520",1.03,"Very Good","G","SI1",62.6,56,5024,6.41,6.44,4.02
"11521",1.17,"Very Good","G","SI1",63.3,61,5025,6.65,6.59,4.19
"11522",1,"Very Good","E","SI1",63.3,56,5026,6.31,6.39,4.02
"11523",1.01,"Very Good","H","SI1",61.9,59,5026,6.4,6.43,3.97
"11524",1.24,"Premium","J","VS2",61.4,59,5026,6.91,6.83,4.22
"11525",0.7,"Premium","D","IF",60,59,5027,5.75,5.81,3.47
"11526",1.12,"Premium","I","VS2",61.9,58,5027,6.63,6.68,4.12
"11527",1.32,"Premium","E","I1",62.2,58,5027,7.05,6.97,4.36
"11528",1.07,"Ideal","F","SI2",60.7,56.9,5027,6.62,6.65,4.02
"11529",1.25,"Premium","H","SI1",60.7,58,5027,7.04,6.99,4.26
"11530",1,"Premium","E","SI1",62.7,61,5027,6.37,6.32,3.98
"11531",1,"Fair","E","SI1",57.6,57,5027,6.56,6.52,3.77
"11532",1.05,"Ideal","H","SI1",62.5,56,5027,6.52,6.43,4.05
"11533",1.05,"Very Good","H","SI1",63.2,56,5027,6.51,6.47,4.1
"11534",1.21,"Ideal","F","SI2",61.5,57,5028,6.88,6.82,4.21
"11535",0.92,"Premium","D","SI1",62.5,59,5028,6.24,6.14,3.87
"11536",1.01,"Premium","H","VS2",61.3,58,5028,6.46,6.49,3.97
"11537",1.01,"Very Good","H","VS2",62.1,57,5028,6.39,6.45,3.99
"11538",1.01,"Ideal","H","VS2",61.9,57,5028,6.42,6.48,3.99
"11539",0.97,"Ideal","D","SI1",62.8,56,5028,6.24,6.3,3.94
"11540",1.21,"Fair","F","SI2",65.3,53,5028,6.74,6.68,4.38
"11541",1.54,"Premium","J","SI1",61.1,58,5028,7.48,7.41,4.55
"11542",1.21,"Good","I","VS2",64.1,61,5028,6.7,6.66,4.28
"11543",1.21,"Good","J","VVS2",63.7,56,5028,6.71,6.67,4.26
"11544",1.03,"Very Good","E","SI1",62.6,58,5029,6.42,6.49,4.04
"11545",1.22,"Very Good","J","SI1",62.2,59,5029,6.77,6.8,4.22
"11546",0.86,"Good","D","VVS1",64.3,53,5029,6.02,6.12,3.89
"11547",1.01,"Ideal","H","SI1",62.3,55,5029,6.46,6.45,4.02
"11548",1,"Very Good","F","SI1",63.8,56,5030,6.25,6.29,4
"11549",1.23,"Ideal","J","VS2",61.5,57,5030,6.85,6.9,4.23
"11550",1.07,"Premium","H","SI1",60,60,5031,6.61,6.65,3.98
"11551",1.07,"Ideal","H","SI1",60.9,57,5031,6.61,6.68,4.05
"11552",1.13,"Ideal","I","VS2",62.3,56,5031,6.73,6.63,4.16
"11553",1.17,"Ideal","F","SI1",63,54,5032,6.71,6.66,4.21
"11554",0.91,"Premium","H","VVS1",62.5,59,5032,6.16,6.19,3.86
"11555",1.14,"Very Good","F","SI2",59.2,63,5033,6.78,6.86,4.04
"11556",0.91,"Very Good","D","SI1",62.8,58,5033,6.16,6.19,3.88
"11557",1.07,"Premium","E","SI2",62.9,59,5033,6.55,6.46,4.09
"11558",1.07,"Premium","E","SI2",61.3,59,5033,6.64,6.58,4.05
"11559",1.16,"Very Good","E","SI2",62.4,55,5034,6.69,6.77,4.2
"11560",1.01,"Premium","G","SI1",59.6,58,5034,6.61,6.54,3.92
"11561",1.09,"Ideal","J","SI2",62,55,5034,6.58,6.64,4.1
"11562",1.01,"Very Good","H","VS2",63.1,56,5034,6.41,6.36,4.03
"11563",1.01,"Fair","E","SI1",64.7,56,5034,6.34,6.27,4.08
"11564",1.09,"Very Good","E","SI2",60.9,59,5035,6.61,6.75,4.07
"11565",1.09,"Ideal","E","SI2",61.6,55,5035,6.6,6.64,4.08
"11566",1.09,"Ideal","E","SI2",61.9,55,5035,6.6,6.64,4.1
"11567",1.12,"Very Good","I","VS1",59.6,58,5036,6.82,6.77,4.05
"11568",1,"Very Good","H","SI1",61.5,59,5036,6.35,6.4,3.92
"11569",1.03,"Ideal","G","SI1",60.9,57,5037,6.54,6.5,3.97
"11570",1.23,"Very Good","G","SI2",60.8,59,5037,6.88,6.97,4.21
"11571",1.1,"Ideal","I","SI1",62.1,57,5037,6.6,6.64,4.11
"11572",1.03,"Premium","G","SI1",61.9,56,5037,6.54,6.48,4.03
"11573",1.02,"Premium","F","SI1",59.2,58,5038,6.53,6.5,3.86
"11574",1.15,"Ideal","I","VS2",61.7,59,5038,6.68,6.73,4.14
"11575",1.02,"Very Good","F","SI1",63.3,58,5038,6.39,6.35,4.03
"11576",1.02,"Very Good","F","SI1",62.1,63,5038,6.48,6.36,3.99
"11577",1.26,"Premium","J","SI2",62.7,58,5038,6.95,6.9,4.34
"11578",1.23,"Premium","G","SI1",62.5,62,5039,6.87,6.78,4.27
"11579",1.2,"Premium","H","SI2",62.4,61,5040,6.81,6.78,4.24
"11580",0.9,"Very Good","D","SI1",60.6,59,5040,6.23,6.28,3.79
"11581",1.2,"Good","I","SI1",65,59,5040,6.51,6.57,4.25
"11582",1.25,"Premium","I","SI2",61,60,5040,6.98,6.93,4.24
"11583",1.2,"Ideal","J","VS1",61.8,55,5040,6.81,6.76,4.19
"11584",1.5,"Fair","I","I1",65.1,59,5040,7.12,6.96,4.58
"11585",1.2,"Ideal","H","SI2",62.3,57,5040,6.83,6.75,4.23
"11586",1.2,"Very Good","I","SI1",63.1,59,5040,6.7,6.67,4.22
"11587",1,"Premium","E","SI1",61.2,58,5040,6.39,6.35,3.9
"11588",1,"Fair","F","SI1",61.3,62,5040,6.45,6.37,3.93
"11589",1.01,"Very Good","I","VS1",63.4,57,5041,6.32,6.39,4.03
"11590",1.21,"Fair","H","VS2",64.5,56,5041,6.7,6.66,4.31
"11591",1.07,"Premium","F","SI1",61.7,58,5042,6.54,6.61,4.06
"11592",1.11,"Very Good","D","SI2",61.3,60,5042,6.54,6.6,4.03
"11593",1.11,"Very Good","D","SI2",59.9,57,5042,6.72,6.74,4.03
"11594",1.09,"Ideal","E","SI2",61.7,58,5042,6.58,6.62,4.07
"11595",1.09,"Premium","D","SI2",61.3,58,5042,6.65,6.62,4.07
"11596",1.22,"Premium","J","SI1",61.9,58,5042,6.87,6.84,4.24
"11597",1.06,"Premium","G","SI1",61.9,55,5043,6.61,6.54,4.07
"11598",1.16,"Very Good","D","SI2",62.5,60,5044,6.64,6.7,4.17
"11599",1.04,"Ideal","G","SI2",62.4,54,5044,6.49,6.53,4.06
"11600",1.02,"Ideal","G","SI1",62.2,56,5044,6.46,6.44,4.01
"11601",1.02,"Ideal","G","SI1",60.6,59,5044,6.55,6.52,3.96
"11602",1.08,"Premium","G","SI1",59.4,60,5044,6.7,6.63,3.96
"11603",1.04,"Good","F","SI1",63.4,59,5045,6.4,6.44,4.07
"11604",1.24,"Very Good","J","SI1",61.6,60,5045,6.89,6.95,4.26
"11605",1.95,"Premium","H","I1",60.3,59,5045,8.1,8.05,4.87
"11606",1,"Very Good","H","VS2",59.7,59,5046,6.52,6.57,3.91
"11607",1.24,"Very Good","I","SI1",62.5,57,5046,6.84,6.89,4.29
"11608",1.12,"Ideal","F","SI2",61.9,55,5046,6.68,6.72,4.15
"11609",1.15,"Very Good","H","SI1",60.9,57,5047,6.72,6.8,4.12
"11610",1.05,"Very Good","H","SI1",60.2,62,5047,6.52,6.57,3.94
"11611",1.3,"Very Good","J","SI2",61.1,61,5047,6.95,7,4.26
"11612",1.02,"Very Good","H","SI1",64.4,59,5047,6.24,6.36,4.06
"11613",1.02,"Ideal","H","SI1",61.7,57,5047,6.45,6.48,3.99
"11614",1.14,"Premium","D","SI2",59.2,61,5047,6.84,6.82,4.04
"11615",1.06,"Very Good","H","SI1",59.1,58,5048,6.66,6.71,3.95
"11616",1.08,"Ideal","H","SI2",61.4,57,5049,6.6,6.66,4.07
"11617",1.2,"Good","G","SI2",63.6,54,5049,6.71,6.75,4.28
"11618",1.08,"Ideal","I","SI1",62.6,53.9,5049,6.51,6.56,4.09
"11619",1.01,"Very Good","G","SI1",62.8,56,5049,6.35,6.43,4.01
"11620",1.01,"Ideal","G","SI1",60.6,59,5049,6.45,6.49,3.92
"11621",1.03,"Very Good","H","SI1",60.4,60,5050,6.41,6.53,3.91
"11622",1.01,"Premium","H","VS2",62.6,61,5050,6.33,6.29,3.95
"11623",1.2,"Ideal","I","SI2",60.5,58,5050,6.92,6.83,4.16
"11624",1.01,"Very Good","H","VS2",61,63,5050,6.41,6.38,3.9
"11625",1.01,"Very Good","H","VS2",63.5,61,5050,6.32,6.24,3.99
"11626",1.13,"Premium","H","SI1",60.1,60,5050,6.77,6.73,4.06
"11627",1.13,"Premium","H","SI1",60.9,59,5050,6.79,6.7,4.11
"11628",1.01,"Good","D","VS1",56.8,61,5050,6.5,6.45,3.68
"11629",1.13,"Premium","H","SI1",62,58,5050,6.67,6.63,4.12
"11630",1.01,"Good","G","VS2",60.2,65,5050,6.55,6.48,3.92
"11631",1.13,"Ideal","H","SI1",62,57,5050,6.73,6.66,4.15
"11632",1,"Very Good","E","SI1",63.3,57,5051,6.3,6.36,4.01
"11633",1,"Very Good","E","SI1",63.1,57,5051,6.36,6.39,4.02
"11634",1.01,"Very Good","G","SI1",63.4,58,5051,6.29,6.4,4.02
"11635",2,"Premium","J","I1",61.5,59,5051,8.11,8.06,4.97
"11636",1.11,"Ideal","J","VS2",61.7,54,5051,6.64,6.69,4.11
"11637",0.92,"Ideal","D","SI2",61.9,55,5051,6.24,6.27,3.87
"11638",1.01,"Ideal","D","SI2",61.6,57,5051,6.32,6.45,3.93
"11639",1.01,"Good","G","SI1",58.4,61,5051,6.51,6.61,3.83
"11640",1,"Good","E","SI1",57.5,62,5051,6.5,6.58,3.76
"11641",0.72,"Ideal","F","VVS1",60.8,56,5051,5.83,5.81,3.54
"11642",0.88,"Very Good","F","VVS2",62,59,5052,6.09,6.13,3.79
"11643",1.13,"Very Good","E","SI2",60.3,58,5052,6.78,6.86,4.11
"11644",0.65,"Ideal","D","VVS1",60.9,57,5052,5.58,5.61,3.41
"11645",1.2,"Good","J","VS2",63.7,56,5053,6.67,6.62,4.23
"11646",1.14,"Very Good","H","VS2",59.9,57,5053,6.78,6.81,4.07
"11647",1.2,"Premium","J","VS2",62.6,57,5053,6.8,6.72,4.23
"11648",1.11,"Good","I","VS2",63.6,58,5054,6.57,6.52,4.16
"11649",1.01,"Good","D","SI1",63.9,62,5055,6.25,6.31,4.01
"11650",1.01,"Good","D","SI1",63.9,61,5055,6.28,6.31,4.02
"11651",1.01,"Very Good","D","SI1",58.1,61,5055,6.59,6.66,3.85
"11652",1.01,"Very Good","H","VS1",59.6,58,5055,6.46,6.5,3.86
"11653",1.01,"Very Good","H","VS1",63,55,5055,6.35,6.41,4.02
"11654",1.01,"Good","D","SI1",63.9,60,5055,6.29,6.32,4.03
"11655",1.02,"Ideal","E","SI1",60.7,57,5055,6.55,6.51,3.97
"11656",1.02,"Good","G","SI1",63.6,58,5055,6.39,6.34,4.05
"11657",1.02,"Ideal","G","SI1",62.8,57,5055,6.38,6.35,4
"11658",1.07,"Premium","H","SI1",62.1,58,5055,6.56,6.49,4.05
"11659",1.07,"Premium","H","SI1",62.2,57,5055,6.57,6.48,4.06
"11660",1.24,"Ideal","H","VS1",63,55,5055,6.84,6.81,4.3
"11661",1.02,"Premium","H","SI1",59.6,57,5055,6.63,6.55,3.93
"11662",0.91,"Premium","E","VS2",62.3,58,5055,6.21,6.15,3.85
"11663",1.02,"Premium","D","SI2",62.8,55,5055,6.46,6.38,4.03
"11664",0.91,"Premium","E","VS2",61.1,58,5055,6.28,6.2,3.81
"11665",1.12,"Premium","H","VS1",59.6,57,5055,6.82,6.77,4.05
"11666",1.14,"Good","I","VS1",63.3,56,5056,6.6,6.68,4.2
"11667",1.01,"Good","I","VS1",59,63.5,5056,6.5,6.57,3.86
"11668",1.22,"Very Good","J","VS1",59,63,5056,7.05,7.02,4.15
"11669",1.1,"Premium","H","SI1",60.4,60,5056,6.72,6.68,4.05
"11670",0.76,"Ideal","E","VVS1",62.2,55,5056,5.86,5.82,3.63
"11671",0.91,"Premium","E","VS1",62.7,59,5057,6.15,6.19,3.87
"11672",0.91,"Very Good","E","VS1",62.8,60,5057,6.08,6.11,3.83
"11673",1.08,"Ideal","G","SI2",61.3,57,5057,6.55,6.64,4.04
"11674",1.05,"Premium","D","SI2",60.4,57,5057,6.6,6.55,3.97
"11675",1,"Very Good","F","SI1",61.8,58,5058,6.37,6.44,3.96
"11676",1,"Premium","F","SI1",59.8,59,5058,6.49,6.55,3.9
"11677",1.02,"Very Good","F","SI1",63.1,55,5058,6.45,6.38,4.05
"11678",1.12,"Premium","I","VS1",62.2,59,5058,6.66,6.59,4.12
"11679",1.26,"Premium","E","SI2",60.3,60,5058,7,6.94,4.2
"11680",1,"Premium","F","SI1",62.1,59,5060,6.36,6.39,3.96
"11681",1,"Good","E","SI1",64.2,58,5061,6.25,6.28,4.02
"11682",1.11,"Ideal","G","SI1",62.6,57,5061,6.64,6.59,4.14
"11683",1.13,"Ideal","G","SI2",61.1,54,5062,6.77,6.74,4.13
"11684",1.01,"Fair","H","VS1",61.4,66,5062,6.34,6.24,3.87
"11685",1.01,"Ideal","H","SI1",61,56,5062,6.48,6.43,3.94
"11686",1.22,"Premium","H","SI1",60.6,58,5063,6.91,6.86,4.17
"11687",1.37,"Very Good","J","SI2",60.7,60,5063,7.07,7.19,4.33
"11688",1.03,"Ideal","H","SI1",62,57,5063,6.53,6.47,4.03
"11689",1.07,"Ideal","H","VS1",60.2,57,5063,6.61,6.55,3.96
"11690",1.29,"Ideal","D","I1",61.3,56,5065,6.99,7.05,4.3
"11691",1.07,"Ideal","H","SI1",61.5,56,5065,6.6,6.66,4.08
"11692",1.34,"Very Good","E","SI2",62.1,63,5065,7.06,7.01,4.37
"11693",1.01,"Very Good","J","VVS2",63.7,57,5067,6.31,6.35,4.03
"11694",1.01,"Very Good","I","VS2",62.9,56,5067,6.38,6.43,4.03
"11695",1.01,"Very Good","I","VS2",60.9,59,5067,6.42,6.45,3.92
"11696",1.01,"Very Good","F","SI2",61,60,5067,6.42,6.46,3.93
"11697",1.25,"Ideal","J","VS2",62.6,54,5067,6.94,6.9,4.33
"11698",1.04,"Ideal","E","SI2",61.1,56,5067,6.55,6.51,3.99
"11699",0.9,"Good","E","VS1",62.2,60,5068,6.12,6.16,3.82
"11700",1.29,"Very Good","J","VS2",61.3,60,5068,6.96,6.98,4.27
"11701",0.34,"Premium","E","SI1",60.7,60,596,4.48,4.51,2.73
"11702",0.34,"Premium","G","VS2",61.3,58,596,4.51,4.53,2.77
"11703",0.34,"Premium","G","VS2",61.1,60,596,4.51,4.53,2.76
"11704",0.34,"Premium","H","VS1",61.6,59,596,4.49,4.54,2.78
"11705",0.34,"Ideal","G","VS2",61.3,55,596,4.49,4.51,2.76
"11706",0.34,"Premium","E","SI1",59.3,58,596,4.55,4.59,2.71
"11707",0.34,"Premium","G","VS2",61,58,596,4.46,4.49,2.73
"11708",0.34,"Ideal","G","VS2",61.5,57,596,4.47,4.51,2.76
"11709",0.34,"Premium","G","VS2",61.2,58,596,4.46,4.5,2.74
"11710",0.34,"Premium","G","VS2",62,59,596,4.43,4.47,2.76
"11711",0.4,"Very Good","J","VS2",62.5,60,596,4.67,4.71,2.93
"11712",0.4,"Very Good","J","VS2",60.9,62,596,4.73,4.76,2.89
"11713",0.34,"Ideal","E","SI1",61.4,55,596,4.48,4.54,2.77
"11714",0.34,"Ideal","G","VS2",61.8,56,596,4.48,4.52,2.78
"11715",0.34,"Ideal","G","VS2",62,55,596,4.46,4.48,2.77
"11716",0.34,"Premium","G","VS2",62.4,59,596,4.41,4.47,2.77
"11717",0.34,"Ideal","G","VS2",62,56,596,4.47,4.5,2.78
"11718",0.4,"Good","I","SI1",63.2,55,596,4.68,4.72,2.97
"11719",0.34,"Premium","E","SI1",61.9,59,596,4.44,4.48,2.76
"11720",0.34,"Ideal","E","SI1",61.4,54,596,4.5,4.53,2.77
"11721",0.34,"Ideal","G","VS2",62.2,57,596,4.44,4.47,2.77
"11722",0.34,"Ideal","E","SI1",61.8,56,596,4.45,4.48,2.76
"11723",0.34,"Very Good","H","VS1",61.3,56,596,4.48,4.53,2.76
"11724",0.34,"Ideal","G","VS2",61.1,55,596,4.52,4.55,2.77
"11725",0.34,"Good","H","VS1",63.1,57,596,4.4,4.44,2.79
"11726",0.34,"Good","G","VS2",63.1,57,596,4.43,4.47,2.81
"11727",0.34,"Ideal","G","VS2",61.4,57,596,4.48,4.51,2.76
"11728",0.34,"Ideal","G","VS2",61.7,56,596,4.48,4.53,2.78
"11729",0.34,"Ideal","G","VS2",61.9,55,596,4.49,4.53,2.79
"11730",0.34,"Premium","H","VS1",60.8,59,596,4.48,4.53,2.74
"11731",1.44,"Very Good","E","I1",61.1,62,5068,7.15,7.23,4.39
"11732",1,"Good","G","VS2",62.7,58,5068,6.24,6.33,3.94
"11733",1.01,"Ideal","E","SI1",62.2,56,5068,6.43,6.4,3.99
"11734",1,"Premium","H","VS2",59.6,59,5069,6.54,6.47,3.88
"11735",1.04,"Very Good","G","SI1",61.8,59,5070,6.49,6.55,4.03
"11736",1.2,"Ideal","J","SI1",61.9,57,5071,6.8,6.87,4.23
"11737",1.54,"Premium","H","I1",62,60,5071,7.4,7.32,4.56
"11738",1.09,"Very Good","I","VS2",62.6,57,5072,6.55,6.62,4.12
"11739",1.16,"Premium","F","SI2",62.1,59,5072,6.71,6.76,4.18
"11740",1.22,"Very Good","I","SI2",62.9,56,5072,6.79,6.84,4.29
"11741",1.05,"Very Good","H","SI1",63.2,59,5072,6.39,6.46,4.06
"11742",1.25,"Premium","J","SI1",62,58,5073,6.88,6.9,4.27
"11743",1.1,"Very Good","E","SI2",63,56,5073,6.59,6.55,4.14
"11744",1.11,"Ideal","I","VS2",62.2,56,5073,6.69,6.62,4.14
"11745",1.51,"Fair","I","I1",65.7,61,5074,7.08,7.02,4.63
"11746",1.14,"Ideal","I","VS2",62.9,56,5075,6.71,6.67,4.21
"11747",1.06,"Premium","H","SI1",61,58,5075,6.61,6.57,4.02
"11748",1.03,"Premium","D","SI2",60.6,60,5076,6.52,6.46,3.93
"11749",1.02,"Very Good","F","SI1",60.2,60,5077,6.55,6.61,3.96
"11750",1.07,"Ideal","F","SI2",62,56,5077,6.51,6.55,4.09
"11751",1.01,"Very Good","E","SI1",63.3,58,5077,6.39,6.37,4.04
"11752",1.01,"Premium","E","SI1",63,61,5077,6.42,6.37,4.03
"11753",1.16,"Ideal","G","SI2",61.6,55,5078,6.78,6.8,4.18
"11754",1.08,"Premium","H","SI1",62.6,58,5078,6.53,6.56,4.1
"11755",1.01,"Very Good","F","SI1",62.4,60,5078,6.35,6.4,3.98
"11756",1.01,"Very Good","F","SI1",62.7,56,5078,6.39,6.36,4
"11757",1.03,"Premium","H","VS2",62.4,58,5078,6.47,6.39,4.01
"11758",0.93,"Fair","D","VS2",56.3,67,5078,6.52,6.45,3.65
"11759",1.02,"Ideal","H","SI1",59.9,56,5079,6.54,6.51,3.91
"11760",1.26,"Premium","I","SI2",60.1,59,5080,7.03,6.99,4.21
"11761",1.26,"Premium","J","SI1",61.8,58,5080,6.91,6.88,4.26
"11762",1.2,"Premium","I","SI2",60,58,5080,6.93,6.91,4.15
"11763",1.08,"Ideal","E","SI2",61.7,57,5080,6.6,6.55,4.06
"11764",0.9,"Ideal","G","VS1",62.5,57,5080,6.18,6.13,3.84
"11765",0.9,"Ideal","D","SI1",61.6,55,5081,6.23,6.27,3.85
"11766",1.1,"Ideal","E","SI2",61.6,56,5082,6.61,6.64,4.08
"11767",1.1,"Very Good","I","VS1",60.2,59,5082,6.67,6.71,4.03
"11768",1.2,"Good","H","SI2",62.2,62,5082,6.69,6.75,4.18
"11769",1,"Very Good","E","SI1",61.1,60,5082,6.42,6.47,3.94
"11770",1,"Very Good","E","SI1",60.9,59,5082,6.38,6.43,3.9
"11771",1,"Good","E","SI1",63.7,60,5082,6.24,6.29,3.99
"11772",1.2,"Very Good","J","SI1",62.5,58,5082,6.74,6.79,4.23
"11773",1.21,"Premium","H","SI2",58.2,59,5082,7.05,7.03,4.1
"11774",1.21,"Premium","H","SI2",61.1,60,5082,6.91,6.86,4.21
"11775",1.21,"Premium","H","SI2",62.1,56,5082,6.8,6.76,4.21
"11776",1.02,"Ideal","G","SI1",62.2,56,5082,6.44,6.46,4.01
"11777",1.21,"Premium","H","SI2",60,61,5082,6.88,6.79,4.1
"11778",1.2,"Very Good","J","SI1",61.8,57.7,5083,6.78,6.91,4.23
"11779",1.83,"Fair","J","I1",70,58,5083,7.34,7.28,5.12
"11780",1.23,"Ideal","J","SI2",63.2,58,5083,6.82,6.74,4.29
"11781",1.02,"Premium","H","SI1",61.1,58,5084,6.51,6.46,3.96
"11782",1.01,"Very Good","E","SI1",63.1,57,5085,6.33,6.44,4.03
"11783",1.2,"Good","H","SI2",59.7,63,5085,6.84,6.87,4.09
"11784",1.09,"Fair","H","SI1",64.4,60,5085,6.49,6.42,4.16
"11785",1.13,"Very Good","E","SI1",60.8,58,5086,6.71,6.77,4.1
"11786",0.92,"Very Good","D","SI1",62,58,5086,6.18,6.21,3.84
"11787",0.72,"Ideal","F","VVS1",61.8,57,5086,5.73,5.76,3.55
"11788",1.04,"Premium","G","SI1",61.4,57,5086,6.56,6.5,4.01
"11789",1.03,"Premium","F","SI1",61.5,59,5087,6.49,6.42,3.97
"11790",1.03,"Premium","F","SI1",58.6,62,5087,6.65,6.6,3.88
"11791",1.03,"Premium","F","SI1",61.5,57,5087,6.53,6.44,3.99
"11792",1.03,"Premium","F","SI1",60.9,61,5087,6.54,6.5,3.97
"11793",0.9,"Premium","F","VS1",62.7,58,5088,6.14,6.17,3.86
"11794",1.12,"Very Good","G","SI1",62.5,58,5088,6.6,6.64,4.14
"11795",1.12,"Very Good","G","SI1",59.5,62,5088,6.76,6.81,4.04
"11796",1.18,"Very Good","E","SI2",62.5,60,5088,6.7,6.74,4.2
"11797",1.03,"Good","D","SI1",60.1,62,5088,6.55,6.53,3.93
"11798",1.1,"Premium","G","SI1",62.3,58,5088,6.61,6.55,4.1
"11799",1,"Premium","G","SI1",59.6,60,5088,6.49,6.43,3.85
"11800",1.18,"Ideal","I","SI1",62.2,56,5088,6.85,6.75,4.23
"11801",1.18,"Premium","I","SI1",62.8,56,5088,6.74,6.71,4.22
"11802",1.1,"Premium","D","SI2",61.5,60,5088,6.64,6.58,4.06
"11803",1,"Ideal","G","SI1",61.9,56,5088,6.45,6.37,3.97
"11804",1.02,"Premium","F","SI1",62.2,58,5089,6.4,6.46,4
"11805",1.01,"Fair","F","VS2",65.2,52,5090,6.31,6.29,4.11
"11806",1.06,"Very Good","E","SI1",61.4,58,5090,6.53,6.62,4.04
"11807",1.01,"Premium","H","SI1",62.3,58,5090,6.44,6.4,4
"11808",1.04,"Premium","H","SI1",61,58,5090,6.6,6.54,4.01
"11809",1.01,"Premium","F","SI1",62.9,58,5090,6.43,6.35,4.02
"11810",1.01,"Premium","G","SI1",60.8,60,5090,6.47,6.39,3.91
"11811",1.16,"Premium","H","SI1",61.9,59,5091,6.73,6.74,4.17
"11812",1.21,"Ideal","I","SI2",60.6,56,5091,6.92,6.94,4.2
"11813",1.16,"Ideal","I","SI1",62.6,57,5091,6.71,6.67,4.19
"11814",1.07,"Premium","G","SI1",63,55,5091,6.55,6.47,4.1
"11815",1.07,"Premium","G","SI1",61,58,5091,6.66,6.59,4.04
"11816",1.11,"Premium","F","SI1",60.4,61,5091,6.72,6.65,4.04
"11817",1.17,"Ideal","I","SI1",60,59,5092,6.82,6.87,4.11
"11818",1.03,"Ideal","H","SI1",62,56,5093,6.44,6.49,4.01
"11819",1,"Good","D","SI1",64.2,60,5093,6.22,6.28,4.01
"11820",1.16,"Ideal","E","SI2",59.9,57,5093,6.82,6.8,4.08
"11821",1.16,"Ideal","E","SI2",62.7,56,5093,6.73,6.69,4.21
"11822",1.07,"Ideal","I","SI1",61.7,56,5093,6.59,6.57,4.06
"11823",1.12,"Good","H","SI1",59.8,61,5094,6.72,6.85,4.06
"11824",1.33,"Premium","I","SI2",59.7,59,5094,7.21,7.15,4.29
"11825",1.05,"Ideal","H","SI1",61.4,57,5095,6.49,6.54,4
"11826",1.08,"Good","E","SI1",63.1,59,5096,6.49,6.53,4.11
"11827",1.08,"Ideal","E","SI1",62.6,57,5096,6.53,6.56,4.1
"11828",1,"Fair","D","SI1",67.3,57,5096,6.15,6.04,4.1
"11829",1,"Premium","D","SI1",61.4,58,5096,6.4,6.34,3.91
"11830",1.14,"Ideal","I","SI1",60.8,58,5096,6.71,6.74,4.09
"11831",1.21,"Good","J","VS2",61,64,5096,6.89,6.79,4.17
"11832",1.01,"Premium","F","SI2",62.2,59,5096,6.41,6.38,3.98
"11833",1.3,"Premium","H","SI2",61.3,58,5096,6.99,6.95,4.27
"11834",1,"Premium","H","VS2",61.3,61,5096,6.44,6.38,3.93
"11835",1.21,"Premium","J","VS2",61.9,59,5096,6.84,6.77,4.21
