IsGood.Purchase,Critic.Ratings,Acq.Cost,CurrentAuctionAveragePrice,Brush.Size,CollectorsAverageprice,Is.It.Online.Sale,Min.Guarantee.Cost
1,8.5467,47740,34524,2,8168,0,6258
0,9.3936,51135,56119,2,12618,0,11410
0,4.6406,36120,18865,1,6026,0,6951
0,7.4745,41300,27300,2,8012,0,13818
1,9.485,32200,25277,2,7683,0,4340
1,8.583,60060,47677,1,11201,0,16884
0,7.0017,34195,14875,2,5686,0,3983
1,6.829,49420,36400,1,8853,0,5096
0,7.4329,57400,56497,2,12260,0,13818
0,7.9349,52535,43673,2,11475,0,14637
0,7.622,50435,44681,1,10997,0,12999
0,9.46,51835,72863,1,1626,0,16457
1,8.168,40600,34811,1,8824,0,15064
0,8.8994,56910,44387,1,11661,0,15064
0,4.1587,47320,38857,2,9252,0,4361
0,6.6254,59675,51989,2,11246,0,7140
0,6.614,53585,53634,2,11061,0,11921
0,6.0039,41160,34321,2,8182,0,5096
0,8.3765,55475,26719,1,7789,0,15351
1,4.2721,51660,52969,2,10937,0,3871
0,8.9697,72345,65233,1,1389,0,6881
0,7.9517,38920,26670,1,7654,0,5621
0,7.2511,52710,63763,2,12872,0,3983
0,6.4244,59885,57806,1,12827,0,11921
0,8.6956,70245,52731,1,12665,0,15064
0,7.429,53585,47502,2,10083,0,4802
1,8.9395,60235,40789,NULL,10036,0,8701
0,7.8408,44310,34615,2,8650,0,3983
0,7.5939,54285,54908,1,11165,0,4802
0,7.1881,29680,19915,1,6110,0,4802
0,9.8306,45710,33894,1,8256,0,7455
0,7.9669,37450,36281,1,11120,0,11361
0,7.1234,48650,46417,2,10153,0,8085
0,6.5971,44520,44359,2,10102,0,5096
0,8.7085,29645,21567,1,6159,0,5061
1,8.4399,42350,42749,1,10091,0,15064
0,8.4349,46060,48580,1,11408,0,8701
0,8.0626,57575,46109,2,10549,0,5061
0,8.3495,65905,78365,1,934,0,11431
0,6.868,70595,60060,1,162,0,5775
0,4.546,59500,41440,2,9919,1,9296
0,7.6844,56000,53403,1,11815,1,13818
0,6.4901,56700,44989,2,10190,1,11921
0,7.2905,63700,65415,1,148,1,7266
0,6.511,49140,48825,1,10279,0,5096
1,7.1128,32200,25802,2,7069,0,9723
0,6.1517,48650,31346,3,9547,0,12607
0,6.4737,56385,57372,2,12081,0,11921
0,7.3228,52535,51296,1,11218,0,6440
0,8.072,44940,43351,2,9924,0,5061
0,6.2136,56385,44135,2,10198,0,7140
0,7.6999,50785,59010,1,12463,0,13818
0,4.6951,40670,33726,2,8871,0,3374
0,5.0726,57575,53543,2,11598,0,6440
0,8.8287,28700,31738,1,7776,0,10521
0,8.2172,61635,49623,1,12721,0,12341
0,8.3051,39270,30163,1,7951,0,9611
0,6.6997,51485,64148,2,12780,0,3731
1,9.1436,64855,71106,3,1490,0,9387
0,7.1718,65555,63875,1,13000,0,7266
0,9.8709,56385,55006,1,12711,0,11410
0,8.9483,64505,86639,2,2789,0,9611
0,9.6641,81550,66395,2,2962,0,7371
0,9.0965,55685,66479,2,12702,0,11410
0,8.3375,35770,15316,1,5309,0,10521
0,7.0713,41370,30268,2,7713,0,3983
0,6.5835,54775,40943,3,9701,0,11921
0,7.8341,40460,41594,1,9631,0,8904
0,5.3087,51310,53179,2,11686,0,7602
1,5.2911,51310,54222,2,105,0,7602
0,9.0643,54110,37359,2,10426,0,10395
0,6.5282,43540,33593,1,8312,0,9877
0,7.2189,46900,36120,2,9572,0,10542
0,7.0372,32795,17962,1,5969,0,4802
0,9.5964,51310,53284,1,11725,0,12418
0,8.359,54985,60543,1,13018,0,15064
0,10.3373,57785,88445,1,2448,0,6790
0,8.4848,39410,30828,1,8260,0,6881
0,8.4524,49350,43547,1,10991,0,15064
0,9.2063,27405,23583,1,6721,0,6363
0,9.2105,73850,74018,1,808,0,4340
1,6.8941,40670,26915,2,7091,0,3731
1,6.8593,48160,41468,2,11197,0,9877
0,9.0768,41860,42140,1,9554,0,10395
0,4.2626,40670,21483,1,6013,0,6951
0,8.1317,36260,24759,1,6962,0,8701
0,7.4349,54075,47551,1,11672,0,8904
0,8.3712,34195,22631,2,6245,0,6881
0,9.6814,81900,101829,1,2970,0,13426
0,4.8612,78050,59962,3,443,0,6825
0,9.8247,34055,33544,1,8411,0,7371
0,8.0886,28980,23282,1,5746,0,12621
0,7.3195,67655,64267,2,12878,0,7266
0,5.1733,45920,36757,2,8937,0,4697
0,7.1685,41300,23807,1,6726,0,5621
0,7.4297,55860,88025,2,2576,0,9723
1,8.6405,59360,51884,2,11248,0,4158
0,7.4109,30555,19264,1,5956,0,4802
0,7.1013,34580,29820,2,7463,0,3983
0,9.1792,57260,50743,2,11999,0,4340
0,6.0874,58135,41566,1,9857,0,5096
0,6.1278,33145,21252,2,6361,0,5096
0,9.4133,45710,54222,2,11541,0,16457
0,8.3772,28000,21847,2,6551,0,8701
1,9.2286,30800,21483,2,6180,0,13510
0,9.8858,56035,49882,1,12105,0,9387
0,8.7897,32200,24346,2,6726,0,8071
0,8.2608,50575,32809,1,8323,0,9611
0,7.8272,54285,58338,1,12371,0,13818
0,9.4759,74830,80619,1,2482,0,17465
0,8.6533,45010,40579,2,9685,0,15064
0,9.0344,40670,28483,1,8080,0,15526
0,9.0593,41370,31927,1,7923,0,7371
0,7.5485,60585,73808,1,1379,0,7266
0,7.476,45710,53613,2,11947,0,7266
0,8.624,44310,40943,1,9701,0,15064
1,8.2669,56560,40754,1,9958,0,13251
0,6.5502,44800,37373,1,9341,1,9191
0,6.0027,55825,56462,2,12772,0,5096
0,7.3201,43750,39550,1,9597,0,5621
0,9.1002,46340,36568,2,9271,0,5355
0,8.811,34300,21399,1,6790,0,9611
0,5.4594,71505,69776,2,1135,0,4116
0,8.7808,54810,34335,1,8961,0,8701
0,6.8789,60585,69958,1,955,0,6461
0,4.6722,53375,42091,1,10712,0,4361
0,5.963,64855,53102,1,11760,0,7021
0,8.7527,52010,43946,1,9973,0,9611
0,5.7976,62475,59241,2,11373,0,5859
0,8.6631,25200,21175,1,6806,0,9611
0,8.2434,53935,55454,2,12381,0,4158
0,7.1461,52885,54761,2,12605,0,14637
0,8.4793,34300,24661,1,7740,0,9611
1,7.5999,39060,27468,1,7950,0,8904
0,7.772,78715,53900,1,12734,0,11361
0,8.2486,54285,53403,1,11815,0,15064
1,8.2742,55510,53725,1,12554,0,8071
0,7.7477,60410,40698,1,9155,0,3983
0,6.2896,42840,36351,1,9963,0,7826
0,6.141,61110,47495,1,11094,0,4410
0,7.6652,31500,26264,2,7597,0,8085
0,7.0091,37870,34636,1,9501,0,4802
0,8.7243,33705,28336,3,7618,0,15064
0,6.0528,51975,60718,1,13033,0,7826
0,9.5397,44240,36120,2,8841,0,5355
1,7.2363,34300,30296,1,7915,0,8085
0,9.1618,40670,46676,2,11294,0,4340
1,5.8602,56035,39998,1,10045,0,6797
0,8.5569,63000,43890,1,9553,0,14154
0,8.6153,46340,21819,1,6765,0,14441
0,6.6866,52675,60718,1,12729,0,5096
0,6.126,55510,52808,1,11727,0,9191
0,8.237,78715,87514,1,3028,0,8701
0,6.9985,55510,50204,1,12669,0,10556
0,9.0129,37170,32606,1,8217,0,6363
0,8.6506,40110,42623,1,9367,0,6258
0,9.6528,46340,30800,1,10634,0,15526
0,8.9861,52710,28063,1,8153,0,14441
0,8.438,71855,63294,1,13097,0,10521
0,4.9662,54075,51324,2,10106,0,4361
0,7.8574,49420,41608,1,9305,0,7266
1,3.96,28000,7875,2,3514,0,5334
0,8.2318,58660,46018,2,10148,0,4158
0,7.4475,52710,36449,1,8910,0,14637
0,7.0598,42700,39375,2,9867,0,6440
0,6.6093,59885,73500,2,820,0,11921
0,6.9065,30695,26880,1,7787,0,7826
0,4.3884,42070,44275,2,10575,0,4361
0,6.2302,31500,25879,1,6499,0,3731
0,8.7469,31500,33943,1,8115,0,6881
0,5.0475,49910,25438,2,7820,0,8757
0,7.2204,44100,52444,1,11512,0,5621
0,8.6544,53410,42924,1,9705,0,21245
0,8.7515,30800,23324,1,6913,0,8981
0,7.8104,43610,32389,2,9403,0,11361
0,8.6496,58310,53396,1,13131,0,8701
0,7.371,43260,47600,2,10963,0,5621
0,7.6117,64680,73668,1,1543,0,9723
0,7.6782,48440,60487,2,12316,0,8904
0,7.52,54460,38304,1,8776,0,6440
0,8.7138,44100,36295,1,9510,0,5061
0,7.5647,35595,32683,1,8341,0,6440
0,6.5639,39970,30233,2,7904,0,5096
0,7.8541,48720,50736,2,10319,0,5621
0,4.9995,39970,32032,1,8076,0,4361
0,8.5013,39200,26222,1,7753,0,11431
0,6.3848,55685,58121,1,12171,0,11921
1,6.4977,39270,38402,3,9287,0,8505
0,6.226,35770,18858,2,5915,0,5775
0,8.665,59010,36267,1,10863,0,9611
0,6.5235,55510,39452,2,9228,0,8505
1,8.5182,41370,21966,1,6531,0,6258
0,7.6813,50575,50204,1,11551,0,13818
0,6.4749,31080,27475,1,7299,0,3731
0,9.714,26180,19320,2,5410,0,18557
1,6.7209,40460,26145,2,7302,0,11921
0,8.9342,62335,81886,2,2271,0,10521
0,8.3991,44940,50155,2,1294,0,12341
0,9.165,34300,26334,3,7076,0,9387
0,7.7266,32900,29659,2,8263,0,6440
0,6.0229,62475,63063,1,12620,0,7826
0,10.2958,31500,31255,1,10326,0,16730
1,7.3338,12040,12719,2,4617,0,3983
0,5.7934,43260,29036,1,7655,0,6440
0,6.7944,55510,37667,1,9364,0,9877
0,8.8946,56875,37716,1,12516,0,14441
0,6.0731,45360,42812,2,9649,0,3731
0,9.6999,61460,46158,3,11026,0,13510
0,7.9806,55335,62615,2,669,0,10542
0,8.0001,34895,22750,2,6387,0,16884
0,9.4075,55510,41398,1,9533,0,14434
0,6.3066,51835,58163,2,12110,0,6461
1,7.8978,62335,65072,1,767,0,10542
0,4.354,34195,25851,1,8263,0,6335
0,6.7455,52675,40537,1,9080,0,7826
0,4.1719,38360,19264,1,5956,0,3871
0,6.5012,43960,59955,2,11078,0,5096
0,9.2722,31500,22953,2,5988,0,14518
1,7.7031,34580,27916,1,7107,0,5621
0,5.2885,61775,39865,1,10734,0,8757
0,8.4812,41860,38451,2,9743,0,12341
0,10.7412,28455,35854,2,8764,0,7910
0,7.5715,30800,20440,2,6159,0,10185
0,6.7963,50260,40082,1,10884,0,9240
0,8.7673,52185,57260,2,12494,0,15064
0,7.5582,34405,34909,2,9045,0,6440
0,7.4494,50925,39669,1,10324,0,14637
0,5.6675,55160,53459,3,11758,0,6440
0,7.0022,51485,54418,2,11767,0,3983
0,7.1131,37450,40278,2,9180,0,5621
0,7.7472,47110,39851,1,10517,0,8904
0,9.0057,60935,82411,1,1869,0,8379
0,9.1704,57225,59087,1,13034,0,7371
0,7.9261,58485,71449,1,851,0,7266
0,8.8704,50785,36764,2,8902,0,5061
0,5.187,79800,55139,1,12577,0,4697
1,7.2951,39410,30079,1,7151,0,8085
0,8.4432,38010,36330,2,8895,0,4158
0,8.7882,44940,38766,1,9701,0,15064
0,6.4353,67795,66703,2,295,0,8505
0,8.2899,25900,17668,2,5605,0,8701
0,9.6248,51485,61957,2,39,0,13426
0,8.7883,35945,38360,2,10033,0,4158
1,6.0073,46340,32459,2,8647,0,21805
0,6.3547,51625,41111,2,10562,0,12607
0,9.0385,61460,58352,1,12442,0,11487
0,6.41,69930,71589,1,1555,0,8505
0,6.7741,54110,45633,1,10391,0,9191
0,7.7536,52010,40649,1,9088,0,14637
0,7.8322,30205,17248,1,5690,0,8540
0,7.5731,41370,44401,1,10753,0,5621
0,7.0207,37870,31073,3,8218,0,8085
0,7.9454,55510,51149,1,11770,0,13818
0,10.3794,21770,26600,1,6617,0,14490
0,6.0199,21980,16366,2,5338,0,5775
0,8.8345,33250,29778,1,7860,0,5971
1,8.4517,74095,48965,1,11337,0,12621
0,5.5243,35770,32032,1,8076,0,4697
0,8.9025,21980,18466,2,5476,0,5971
1,8.4549,42840,46263,NULL,10558,0,6881
0,7.5936,44450,43813,1,9904,0,13818
0,8.9215,55510,47047,2,411,0,9611
0,4.6216,38150,29883,2,7769,0,4851
0,8.4937,40670,33418,1,8303,0,11431
0,7.1144,45850,39403,1,9105,0,8904
1,5.6479,52010,39326,1,10007,0,7021
0,9.6718,26600,17563,1,5703,0,11487
0,5.8012,56385,64715,NULL,905,0,7021
0,9.0791,27580,16905,1,5274,0,11487
0,9.47,51835,55167,1,13133,0,16457
0,4.0587,48020,52815,2,10862,0,3374
0,5.4598,37800,30037,1,7846,0,3535
1,6.6548,57785,53207,2,11263,0,11921
0,6.2607,22400,11368,2,4298,0,11977
1,7.9364,42070,44366,2,10211,0,7266
0,8.285,40600,44016,1,10896,0,5971
0,6.6345,51275,41986,1,12297,0,9191
0,7.0953,52360,52724,2,11637,0,13818
0,7.1421,51485,58737,2,287,0,5621
0,8.4783,54985,76398,1,1122,0,13251
1,9.837,25200,18501,1,5724,0,7455
0,10.4639,28700,39284,2,9309,0,6790
1,7.7591,76650,68418,NULL,1822,0,5621
0,7.4448,57785,60543,1,13018,0,13818
0,8.5281,79975,108185,1,3114,0,5971
0,7.0641,48160,49798,2,10980,0,6440
0,7.5074,50785,56140,2,12120,0,13818
0,8.4126,56280,65695,1,11230,0,12341
1,7.9457,41090,0,NULL,2,0,8904
1,8.4018,36190,36491,1,6491,0,12341
1,5.9279,65765,46158,1,8087,0,4697
0,7.6338,73465,76041,1,223,0,5621
1,4.5469,54880,42455,2,6933,0,6825
0,7.1947,31220,44982,1,8265,0,8904
0,6.109,48790,57869,2,9742,0,3731
0,8.4982,41090,44709,1,7622,0,7791
1,7.8434,45290,31983,NULL,5441,0,10185
1,7.77,62580,58625,3,10168,0,11361
0,8.1356,34720,0,1,2,0,6881
0,5.6619,36190,39963,1,6835,0,7021
0,7.6172,25970,24752,2,4634,0,8085
0,7.5284,66465,70840,1,12113,0,7266
0,3.025,38290,37450,1,6715,0,5334
0,7.0757,60795,66115,1,11290,0,11361
0,8.6454,29120,28616,2,5181,0,12341
0,7.7343,24080,26040,1,4886,0,8540
0,6.9785,28280,27601,2,4944,0,3731
0,5.6335,50295,59892,2,9982,0,5278
0,7.1688,35770,26621,1,4672,0,7721
0,5.4236,29120,22890,2,4269,0,6440
0,7.2941,39690,26761,1,4756,0,14280
0,6.3498,35070,37611,1,6557,0,5096
1,8.2722,28420,21721,1,4081,0,9891
1,7.3362,36890,40880,1,7720,0,10542
1,7.4141,48475,82621,1,977,0,10542
0,8.0615,32620,35245,1,6579,0,8701
0,7.3216,36190,30569,2,5682,0,11361
1,7.1622,32620,38143,1,6901,0,11361
1,6.5769,28420,17640,1,3543,0,15386
1,6.8134,37590,63658,2,11195,0,9191
1,7.611,23520,17094,1,3597,0,10185
0,8.687,52395,77931,1,12968,0,8701
1,6.0339,34020,39088,1,7044,0,7140
0,6.0949,38290,27944,1,5191,0,7140
0,6.3829,48475,51548,1,8988,0,11921
0,7.096,59780,56973,1,9994,0,9723
0,4.579,41475,42021,1,7262,0,6825
0,6.8198,39690,51422,2,8707,0,5096
0,4.3438,35770,22344,2,4222,0,5838
0,7.4156,38990,NA,1,0,0,15918
0,7.1606,35770,29953,2,5321,0,15456
0,5.136,50995,40579,1,7159,0,6797
0,7.6658,41790,46137,1,8397,0,11361
1,8.0647,44975,38605,1,6616,0,10801
1,7.1533,47390,34349,1,5967,0,6902
0,7.2264,40775,58499,2,9818,0,3983
0,8.2977,32620,31549,2,6301,0,35644
0,4.489,32270,25781,2,4824,0,4851
0,7.598,57680,73773,1,13065,0,11361
0,5.8175,50995,34118,1,7104,0,5278
0,7.5089,37975,30513,2,5323,0,9723
0,6.6165,47775,60914,1,10355,0,5096
0,5.7316,66465,57008,1,9420,0,7021
0,5.6896,43575,37793,2,6407,0,3535
0,7.8182,71365,78624,3,32,0,11361
1,6.9486,56280,38899,1,7174,0,5775
0,6.036,31570,23653,1,4354,0,9240
0,8.7467,43575,51919,1,9471,0,12341
0,8.0862,48475,47348,1,8020,0,10521
0,6.066,28980,32550,2,5827,0,9877
0,7.286,59780,65611,1,10948,0,12180
1,8.0253,27720,30611,1,5419,0,6258
0,8.0015,52395,50113,2,8658,0,4158
0,5.9136,39690,32536,1,5599,0,4697
0,6.0567,60795,70238,1,11661,0,11242
0,7.5203,53095,48447,2,8145,0,13818
0,7.7219,63280,51779,1,8925,0,9723
0,4.3172,46375,45479,1,7922,0,7322
1,7.2771,42175,25165,1,4492,0,8540
1,7.0652,41090,23723,2,4674,0,15918
0,7.8572,52080,47334,1,8068,0,8085
0,6.5786,46690,35413,2,6251,0,3731
1,6.002,37975,34594,2,5945,0,8505
0,8.1584,39690,19390,1,4260,0,8701
0,8.2682,62895,78617,1,314,0,8701
0,8.4851,34720,NA,2,0,0,13531
1,8.3352,41790,45913,1,8342,0,12341
0,9.4526,29120,30814,1,6239,0,4340
0,7.7237,26320,20223,2,3930,0,10185
0,7.7614,38990,35686,1,6243,0,9723
0,6.3023,56595,84721,2,1947,0,7826
0,8.3252,34720,31262,2,5566,0,12341
0,6.6922,37275,32865,2,5505,0,3731
0,5.5206,32970,46865,2,8818,0,3535
0,7.4679,42490,38535,2,6866,0,11361
0,8.1376,50680,65044,1,11019,0,15064
0,5.7722,47775,0,1,2,0,5278
0,9.6357,22330,26495,1,4829,0,17542
0,5.76,54180,59031,1,9976,0,7602
1,7.7015,29400,29519,1,5262,0,4802
0,7.5952,26180,19313,1,3770,0,13461
0,7.7028,39690,34958,1,5948,0,6083
0,7.8279,49875,57792,1,9754,0,13818
1,8.3752,59780,54873,1,9520,0,8701
0,6.3198,36890,26376,1,4789,0,5096
0,8.9717,53795,43155,1,7490,0,8701
0,9.5061,29120,20167,1,3934,0,18557
0,8.1658,41790,35098,2,6236,0,7791
1,6.8781,59780,55762,1,9679,0,7140
0,6.6993,58695,56546,2,9506,0,8505
0,6.2098,36575,34622,2,6131,0,5775
0,7.8139,60795,52262,1,9100,0,8085
0,7.7419,31570,21427,1,4125,0,10185
0,6.9161,45290,33971,2,6397,0,11921
0,7.3043,57295,62048,1,10251,0,8085
0,6.5262,44590,37394,1,7110,0,13286
0,6.3425,31920,28763,1,5226,0,4410
1,4.9121,48790,61180,1,9931,0,7322
0,8.8742,40390,19264,1,3890,0,12341
0,3.9942,43575,30772,1,5417,0,6174
0,7.1521,36190,30842,1,5626,0,6440
0,5.3485,51380,56630,1,9679,0,3535
0,4.8677,42175,39662,2,7075,0,6335
0,7.3056,59080,46816,1,8313,0,9723
0,8.03,48790,40334,1,6984,0,5061
0,7.3003,59780,46760,1,8093,0,13461
0,8.6412,45990,42175,1,7187,0,8981
0,8.1058,43890,0,1,2,0,9611
0,8.1745,43190,35399,2,6531,0,15064
0,8.3434,53795,46326,1,7981,0,10521
0,8.7314,46690,63504,1,10911,0,11431
0,8.1545,54880,56980,1,9883,0,10521
1,7.2565,48790,55041,2,9242,0,6440
0,7.0598,30520,27713,2,4818,0,8085
0,5.1686,42175,24570,1,4753,0,6440
0,4.9006,62580,65436,1,11535,0,4851
0,7.6761,67550,51366,1,9572,0,5621
0,6.4728,33670,24304,1,4838,0,5096
0,5.9485,44975,59115,1,9724,0,3535
0,6.7359,38500,59143,2,9728,0,3731
0,9.2424,28420,29421,1,5130,0,6440
0,8.1793,37590,37016,2,6701,0,12341
0,4.9887,38640,30793,2,5186,0,3374
0,7.2312,52080,64225,1,11479,0,10542
0,7.4398,43190,48181,1,8627,0,8904
0,7.4048,45290,43169,2,6783,0,13818
0,7.449,49490,38346,1,6907,0,6440
0,4.7337,30170,27524,2,4808,0,4851
0,5.0083,42490,27594,1,4947,0,6440
0,6.039,46690,44422,1,7786,0,5775
1,7.2052,54495,65499,2,11157,0,4802
0,5.7543,28420,20090,2,4001,0,3535
0,7.0881,33670,40586,1,6915,0,3983
0,5.2221,54880,61467,1,10864,0,6440
0,6.6981,41090,33453,1,5795,0,12656
0,6.8898,61180,56833,1,9975,0,8505
0,6.4109,43190,42182,1,7239,0,10556
0,4.3921,37275,34741,2,6061,0,3374
0,5.5063,40075,39529,2,6630,0,3535
0,8.8121,77665,27713,1,5253,0,12341
1,7.2135,32270,24836,1,4770,0,34454
0,5.5938,41475,34601,1,5726,0,3535
0,8.012,59080,55706,1,10264,0,11431
1,6.9074,36190,31311,1,5636,0,9191
0,8.8952,50295,64925,1,11169,0,11431
0,7.4502,38290,31990,1,5456,0,6440
0,7.3702,71365,64232,1,11186,0,6440
0,7.3838,50680,58072,1,9135,0,9723
0,7.3803,39690,47649,2,8274,0,8085
0,7.3279,28420,24059,1,4560,0,3983
0,8.9005,37975,NA,1,0,0,6881
0,7.1647,50295,66465,1,12079,0,10542
0,7.7372,39690,37590,1,6980,0,11361
0,5.9027,35770,29106,1,5246,0,7602
0,6.9792,50680,57624,1,10359,0,5096
0,7.362,67865,50428,1,8136,0,6440
0,6.4303,51380,45878,1,8060,0,8505
1,7.3004,44590,50974,1,8806,0,7266
1,8.424,35770,52024,1,9383,0,11431
0,4.7912,42875,35175,1,6542,0,5838
1,7.8527,46690,46004,1,7939,0,6440
0,9.4652,53095,42637,1,7217,0,15526
0,7.5555,40775,32949,1,5970,0,8085
0,8.1802,79835,77994,1,429,0,5971
1,8.5664,30170,25361,1,4510,0,8071
0,7.6885,26670,24570,2,4525,0,8085
0,5.7382,44975,20832,1,4081,0,6440
1,7.2968,37975,NA,2,0,0,11361
1,6.714,43890,32011,1,5872,0,10605
0,5.2806,41790,24143,1,4719,0,8757
0,6.9116,61880,63616,1,10913,0,7140
0,7.0854,52395,51128,2,8933,0,13818
0,7.7719,69265,73241,2,12010,0,9723
0,7.177,36190,50890,2,9102,0,8085
0,6.8382,41475,42490,1,7547,0,7826
0,8.8301,57995,37415,1,7053,0,9891
0,6.7,45675,36183,2,6545,0,9877
1,8.8103,27020,21119,2,4113,0,8701
0,8.0585,73850,66948,1,11403,0,12341
0,7.7449,55895,50036,2,8412,0,3983
0,6.484,62895,54572,1,9420,0,3731
0,7.0717,55895,61229,1,10441,0,12180
1,8.0316,29470,28798,1,5639,0,11431
0,8.172,36190,24325,1,4801,0,16884
0,8.743,47075,53326,1,9350,0,8701
0,5.2161,40390,49595,2,8903,0,8757
0,5.6872,53795,46816,1,8313,0,7602
0,8.7028,37275,35252,1,6631,0,6258
0,7.9315,28770,21714,1,4207,0,4802
0,5.662,66850,65219,1,11187,0,7021
0,8.8523,63280,53641,2,10892,0,6881
0,8.2104,35350,34104,1,6443,0,15064
0,7.9633,33950,NA,1,0,0,6440
0,8.7372,50680,47943,1,8553,0,5061
0,8.8025,42875,0,1,2,0,6881
0,8.154,48475,39991,1,6941,0,7161
0,5.5693,63980,44695,1,7750,0,7602
0,6.1148,36575,41643,2,6631,0,7140
0,7.5418,57750,65520,1,11668,0,10185
0,7.8458,26320,18711,2,3828,0,10185
0,7.1986,76965,59444,1,10271,0,9366
0,7.8525,50295,37191,2,6545,0,6902
0,2.9084,49490,41279,1,7142,0,6174
0,7.2245,27370,22120,2,4209,0,5621
0,6.1086,38850,51163,1,9074,0,5775
1,5.1698,66850,63917,1,11527,0,5278
0,6.7509,63595,41706,1,7605,0,14707
0,6.6862,27370,25816,2,4600,0,5831
0,7.3349,69265,88459,1,1213,0,8085
1,7.1925,40250,34531,2,6261,0,13818
1,7.9642,44940,36484,2,6439,0,8904
0,6.2273,40950,37653,1,6481,0,7826
0,6.3553,38850,37282,2,6393,0,3731
0,7.7669,42875,40607,1,7559,0,11361
0,7.563,59395,28315,1,4902,0,10185
0,5.7182,60655,48125,1,8153,0,7602
0,6.1704,64365,39592,1,7498,0,7826
0,8.004,50995,37807,1,6270,0,10521
1,9.1497,31220,27923,1,7735,0,7371
0,7.3132,29470,78932,1,936,0,4802
0,7.7033,52395,68579,2,11781,0,11361
0,7.3474,61495,50428,1,8136,0,6440
1,6.6138,52255,60571,1,10701,0,11921
0,8.7914,76965,78841,1,54,0,8701
1,8.0062,25270,28091,2,5424,0,8701
0,8.5053,47775,44387,1,7481,0,5971
0,8.0617,29470,36638,1,6317,0,8701
0,6.0267,53795,53151,1,9151,0,11921
0,8.1579,55055,47250,1,8279,0,4158
0,8.505,62055,14525,1,3470,0,10521
0,7.0218,51380,41811,1,7349,0,14280
0,8.375,42490,38388,1,6507,0,12621
0,7.3274,32970,NA,2,0,0,6440
1,7.507,33880,24584,2,4581,0,11823
1,8.3321,28980,25088,1,4708,0,17164
0,6.4086,39690,33257,2,5671,0,3731
0,8.0703,41090,32858,1,6193,0,11711
0,5.8444,31220,37604,2,5907,0,3535
0,5.1284,32970,36645,2,6330,0,7602
1,7.7229,56280,55370,1,9739,0,6440
0,7.6291,54180,61152,1,10245,0,9723
0,8.5109,69265,66647,2,10824,0,10521
0,6.386,54180,46928,1,8213,0,7140
1,7.399,53480,46487,1,8290,0,12180
1,7.3693,63595,60606,1,10503,0,7266
1,9.4707,29120,19901,1,3879,0,20573
0,9.5748,29120,28441,2,5116,0,7371
0,8.7317,24920,24759,1,4662,0,5061
0,3.2484,42875,90356,2,1426,0,3234
0,7.0108,55580,47754,1,8318,0,4802
1,7.713,33320,29666,1,5234,0,7266
0,8.6475,41475,41832,1,7513,0,9611
0,7.5934,35070,42147,2,7943,0,10542
0,5.9673,59080,60011,2,10112,0,7602
0,6.5724,14420,22253,1,4452,0,7140
0,7.1502,47075,56987,1,9967,0,6440
0,4.9881,56280,45955,1,7918,0,6825
1,8.3712,59080,62545,1,10902,0,10521
0,7.6768,43575,35896,1,6548,0,11361
0,4.5529,47495,43596,2,10554,0,4361
0,6.1112,40390,32473,1,8337,0,3731
0,9.1128,37695,36512,1,9088,0,4340
0,9.1731,52150,38395,1,8981,0,6440
0,8.366,66990,88914,2,2502,0,5061
0,7.7886,77875,48972,1,11179,0,9723
0,7.901,51450,40299,2,9432,0,4802
0,8.9111,62650,37282,1,9507,0,10521
0,8.3613,58100,37289,1,8608,0,7791
0,9.4222,54495,50155,2,10788,0,4340
1,8.0449,40145,29946,2,7733,0,10521
1,8.4458,74375,79933,2,2901,0,7791
1,8.1026,30170,40586,1,9287,0,10521
0,8.3725,40145,30597,1,8268,0,6881
0,8.0763,55650,51212,2,12043,0,12341
0,9.7152,67935,78428,1,2267,0,15442
0,6.7646,58800,63553,2,1268,0,5096
1,8.2238,54950,58583,1,12715,0,15064
0,4.3033,50750,29106,2,7103,0,5971
0,8.5069,52500,41951,1,10052,0,15064
0,5.6528,59850,53137,1,11374,0,7021
0,7.6441,55650,60284,2,12442,0,9723
0,6.7973,47145,27153,2,8121,0,12607
0,5.968,35070,20272,2,6062,0,9702
1,8.3011,57750,59815,1,160,0,10521
0,6.0912,54600,48440,1,10956,0,5096
0,7.8477,45745,36162,1,8232,0,8904
1,7.8632,64890,50981,1,11202,0,17493
1,7.0983,59150,51891,1,11645,0,10542
0,6.8939,61950,50883,2,11279,0,3731
0,5.7542,59150,50694,2,10549,0,7021
0,7.6299,41195,24899,2,6477,0,3983
0,8.2171,45745,35238,1,8476,0,9611
0,7.8296,59150,41776,2,9680,0,4802
0,6.3532,31115,26803,2,7142,0,8505
0,5.8855,39445,32088,2,7783,0,4697
0,7.2173,49945,27293,2,7553,0,6902
0,7.8407,56000,50008,2,12373,0,9723
0,4.0901,47390,34909,2,8289,0,4361
1,8.6258,56350,56707,2,11658,0,7791
0,9.7653,37590,32886,2,9530,0,4340
0,7.5663,57750,49973,1,11765,0,9723
0,9.1033,49945,48531,2,10840,0,4340
0,6.9207,50750,43932,2,10638,0,9877
0,6.487,56595,51149,1,11770,0,11921
1,8.415,44100,43162,NULL,11085,0,12341
0,5.5296,56350,40698,2,9721,0,10500
0,7.2686,62195,57988,2,12788,0,9723
0,9.3757,61250,48195,3,11138,0,11410
0,6.2744,49490,43582,1,10298,0,9877
